   0.09689,   0.06460,   0.33375,  -0.09690,  -0.72133,   0.44141,   0.20456,   0.04306,  -0.08613,  -0.22609,  -0.17226,  -0.21532,   0.85053,  -0.15073,   0.16149,   0.11843
   0.13996,  -0.12919,   0.55984,  -0.12919,  -0.91512,   0.88282,   0.11843,   0.26915,  -1.38884,  -0.03230,  -0.34452,  -0.37682,   0.65673,   0.02153,  -0.20456,   0.11843
   0.35528,   0.22609,   0.54907,   0.40911,  -0.43065,   0.30145,   0.05383,  -0.05383,  -0.19379,  -0.07536,  -0.43065,  -0.19379,  -0.12919,  -0.15073,  -0.15073,   0.37681
  -0.06460,  -0.58137,  -0.48448,   0.07536,  -0.17226,  -0.01077,  -0.32299,   0.31222,  -0.57061,   0.04306,  -0.00000,  -0.27992,   0.65673,   0.44141,  -0.20456,   0.19379
  -1.10892,  -0.96896,   0.09689,  -0.33375,  -0.02153,   0.09689,   0.32298,   0.58137,   1.35654,   0.26915,  -0.03230,  -0.40912,  -0.02153,   0.91512,  -0.40912,   0.08613
   0.01077,  -0.00000,   0.89359,   0.06460,  -0.01077,  -0.45218,   0.46294,  -0.89359,  -0.16149,   0.08613,  -0.41988,  -0.20456,  -0.97972,   0.37681,  -0.45218,   0.26915
   0.05383,  -0.45218,  -0.48448,   0.57061,   0.66750,  -0.15073,  -0.29069,  -0.24762,   0.47371,   0.05383,   0.47371,  -0.29069,   0.13996,   0.16149,  -0.16149,   0.05383
  -0.16149,  -0.71057,  -0.49524,   0.16149,   0.86129,  -0.23686,  -0.73210,   0.34452,   0.73210,   0.30145,   0.82899,  -0.31222,  -0.13996,  -0.13996,  -0.40912,  -0.15073
   0.18302,   0.09689,  -0.30145,  -0.69980,   0.38758,  -0.61367,  -0.15073,  -0.29069,   0.24762,   0.27992,   0.19379,  -0.13996,  -0.79670,   0.32298,  -0.16149,   0.11843
  -0.11843,   0.46294,  -0.07536,  -0.37682,   0.17226,   0.37681,  -0.10766,   0.07536,   0.29069,  -0.34452,  -0.24762,   0.11843,  -0.41988,  -0.22609,  -0.00000,   0.03230
  -0.24762,   0.75363,  -0.55984,  -0.15073,  -0.02153,   0.85053,  -0.21532,   0.20456,   0.03230,  -0.10766,  -0.17226,   0.44141,  -0.27992,  -0.69980,  -0.13996,   0.03230
  -0.21532,   0.58137,   0.07536,   0.63520,   0.15073,   0.30145,  -0.49524,  -0.37682,   0.45218,  -0.22609,  -0.30145,   0.07536,   0.06460,  -0.50601,  -0.31222,   0.32298
  -0.02153,   0.16149,  -0.73210,  -0.18303,   0.07536,  -0.07536,   0.19379,   0.47371,  -0.99049,  -0.19379,  -0.30145,   0.64597,  -0.22609,   0.11843,  -0.07536,   0.13996
  -1.06585,  -0.03230,  -0.77516,  -0.12919,   0.17226,   0.11843,   0.85053,   0.58137,   1.24887,   0.07536,  -0.02153,   1.01202,  -0.26916,  -0.37682,  -0.10766,  -0.02153
  -0.21532,   0.27992,   0.63520,   0.61367,   0.04306,  -0.32299,   0.22609,  -1.22734,  -0.17226,  -0.11843,  -0.31222,   0.43065,   0.05383,  -0.33375,  -0.43065,   0.11843
   0.19379,  -0.08613,   0.06460,   0.26915,   0.09689,  -0.39835,   0.17226,  -0.04307,  -0.57061,  -0.24762,   0.22609,   0.41988,  -0.01077,   0.04306,  -0.09690,   0.03230
  -0.07536,  -0.23686,  -0.20456,   0.03230,   0.12919,  -0.34452,  -0.01077,   0.39835,  -0.75363,   0.03230,   0.80746,   0.94742,   0.20456,  -0.88283,  -0.25839,  -0.21532
   0.25839,   0.16149,   0.25839,  -0.55984,  -0.13996,  -0.62444,  -0.19379,  -0.34452,  -0.35528,  -0.00000,   0.23685,   0.35528,   0.55984,  -0.01077,  -0.33375,  -0.02153
   0.02153,  -0.12919,  -0.08613,  -0.27992,   0.50601,   0.01077,  -0.18303,  -0.06460,   0.62444,  -0.12919,  -0.26916,   0.24762,  -0.48448,   0.35528,  -0.02153,  -0.09690
   0.26915,   0.15073,  -0.38758,  -0.27992,   0.34452,   0.47371,  -0.57061,   0.24762,   0.06460,   0.24762,  -0.23686,  -0.07536,  -0.09690,   0.20456,   0.34452,  -0.11843
   0.04306,  -0.44141,  -0.16149,   0.32298,   0.29069,   0.08613,  -0.65674,  -0.27992,   0.15073,   0.06460,  -0.26916,   0.31222,   0.36605,   0.06460,   0.19379,   0.15073
   0.15073,   0.36605,  -0.30145,  -0.33375,  -0.04307,  -0.09690,   0.19379,   0.37681,  -0.12919,   0.02153,  -0.27992,  -0.44141,  -0.37682,   0.69980,   0.18302,   0.09689
  -0.59214,   0.44141,  -0.08613,  -0.26916,  -0.15073,   0.27992,   0.81823,   0.67827,   0.79670,   0.45218,  -0.02153,  -0.79670,  -0.02153,   0.25839,   0.76440,  -0.20456
  -0.08613,  -0.23686,   0.52754,   0.51677,  -0.11843,  -0.12919,   0.21532,  -0.76440,  -0.18303,   0.30145,  -0.21532,  -0.37682,   0.40911,  -0.06460,   0.49524,  -0.07536
   0.25839,   0.34452,   0.23685,   0.22609,  -0.52754,  -0.21532,  -0.01077,  -0.11843,   0.18302,  -0.07536,   0.10766,  -0.31222,  -0.36605,   0.29069,   0.17226,   0.07536
  -0.01077,   0.51677,   0.48448,   0.10766,  -0.65674,  -0.05383,   0.35528,   0.44141,  -0.63520,   0.20456,   0.76440,  -0.60291,   0.15073,  -0.55984,   0.67827,  -0.25839
   0.11843,  -0.01077,   0.39835,  -0.24762,  -0.39835,  -0.45218,   0.04306,  -0.18303,  -0.29069,   0.19379,   0.43065,  -0.35528,   0.40911,  -0.17226,   0.49524,  -0.10766
