  -0.01628,   0.08741,   0.09714,  -0.02924,   0.05177,   0.00640,  -0.12321,   0.06149,  -0.00332,  -0.20422,  -0.00656,   0.04529,  -0.10377,  -0.02924,  -0.12969,   0.05501,   0.03233,   0.02909,  -0.12645,  -0.03896,   0.13602,   0.04529,  -0.13617,  -0.01304,  -0.12645,  -0.04544,  -0.10377,  -0.10377,   0.12630,  -0.04544,  -0.05192,  -0.02924
   0.09714,   0.14250,  -0.10053,   0.03557,  -0.00656,   0.01937,   0.14250,   0.12306,  -0.06164,  -0.16210,  -0.01952,   0.03233,  -0.12969,   0.02909,   0.00316,   0.04205,   0.07769,  -0.00656,  -0.08433,  -0.06164,   0.10038,   0.09065,   0.01289,  -0.02600,   0.10686,  -0.12645,  -0.12321,   0.04205,   0.08093,   0.09714,  -0.22690,  -0.03572
  -0.09081,  -0.06164,  -0.03572,   0.10686,  -0.19126,   0.00640,   0.02909,  -0.11349,  -0.10377,  -0.15238,  -0.12321,   0.00640,  -0.04220,  -0.10701,  -0.05840,  -0.01952,  -0.03896,  -0.09405,   0.01289,  -0.07785,   0.10362,  -0.03896,   0.02909,  -0.10377,   0.00640,  -0.05192,  -0.01628,   0.02261,   0.05177,   0.12306,  -0.05192,  -0.01304
   0.04853,  -0.12645,   0.10686,  -0.11025,   0.02261,   0.10362,  -0.09405,  -0.00656,   0.07121,  -0.08433,  -0.05840,   0.01937,  -0.14265,  -0.05840,  -0.01304,   0.00640,  -0.04868,   0.07445,  -0.00332,  -0.00008,   0.11982,  -0.00008,  -0.04544,  -0.00008,  -0.11673,   0.00640,  -0.11349,  -0.11349,   0.02261,  -0.00980,   0.13602,   0.02909
   0.20083,   0.07121,  -0.02924,  -0.02600,   0.09390,   0.16194,   0.03233,   0.08093,  -0.08757,  -0.09729,  -0.10377,   0.04529,  -0.16210,   0.03881,   0.04205,   0.09714,  -0.00980,   0.10362,   0.00640,  -0.02276,   0.14250,   0.06473,  -0.13293,   0.04529,   0.10686,   0.01289,  -0.08109,   0.05177,   0.06797,   0.07445,  -0.07137,  -0.04544
   0.11982,  -0.04220,   0.01289,   0.02585,   0.02909,   0.00316,  -0.11997,  -0.05192,  -0.20746,  -0.00980,  -0.08109,   0.02909,  -0.12969,   0.03881,   0.14574,   0.02261,  -0.06488,  -0.04220,  -0.01952,  -0.05840,   0.14574,  -0.06164,  -0.01304,  -0.07785,   0.04205,  -0.00008,  -0.03248,   0.17166,  -0.01628,   0.09714,   0.03557,   0.05501
  -0.04220,  -0.13293,   0.01937,  -0.02600,   0.03557,  -0.12645,  -0.00008,  -0.01628,   0.13926,  -0.09729,  -0.20098,  -0.15238,  -0.13941,   0.04529,   0.02261,  -0.11673,  -0.00008,  -0.21718,   0.00640,   0.07445,  -0.01952,  -0.11997,   0.04529,  -0.05516,  -0.14913,   0.01289,  -0.01628,  -0.03248,  -0.17506,   0.08093,   0.04205,   0.14250
  -0.00980,   0.02261,  -0.04868,   0.06797,   0.12954,  -0.14589,  -0.04220,   0.17166,   0.00964,  -0.09729,  -0.20422,  -0.06164,  -0.18802,   0.01613,   0.06797,   0.10038,   0.02261,  -0.04544,  -0.01304,   0.04205,  -0.06812,  -0.03248,  -0.07461,   0.01613,  -0.03248,   0.09714,  -0.04868,   0.08417,  -0.03572,   0.00640,   0.08741,   0.09714
  -0.03896,   0.05501,  -0.04220,   0.00640,   0.06149,  -0.20422,  -0.16534,   0.19759,  -0.06488,  -0.03248,  -0.12645,  -0.05516,  -0.16858,  -0.17506,   0.07445,   0.01613,  -0.01304,  -0.05516,  -0.02276,  -0.07785,  -0.02600,  -0.07137,  -0.00656,   0.03557,  -0.00332,   0.08093,  -0.09405,   0.11334,  -0.13941,   0.04529,   0.24619,   0.19759
   0.01937,  -0.14589,   0.03557,  -0.18478,   0.05177,  -0.04220,   0.07445,  -0.00980,   0.00640,  -0.13293,  -0.05840,  -0.12645,   0.00316,   0.06797,   0.05501,  -0.06812,   0.02261,  -0.07461,  -0.00980,   0.10686,   0.01937,  -0.13941,  -0.00008,  -0.04544,  -0.09405,   0.07445,  -0.11673,  -0.08109,   0.04205,   0.07121,   0.11010,   0.04529
   0.00640,  -0.10377,  -0.03572,  -0.15886,   0.16842,  -0.04544,   0.07445,  -0.06164,  -0.13293,   0.08093,  -0.00656,  -0.01952,  -0.03572,   0.05825,   0.12306,  -0.06488,   0.05501,  -0.08109,  -0.05516,   0.02261,   0.12954,  -0.05840,  -0.06488,  -0.00656,  -0.04220,  -0.00332,  -0.09081,  -0.17182,   0.07769,   0.00964,  -0.04220,  -0.00656
  -0.09081,  -0.04868,  -0.07785,  -0.20422,   0.04853,  -0.10377,  -0.04220,   0.10686,  -0.07461,   0.07769,  -0.04868,  -0.10053,  -0.08757,  -0.03896,   0.16194,  -0.05192,  -0.00980,   0.13602,  -0.05192,  -0.14913,   0.05501,  -0.03896,  -0.04220,  -0.09405,  -0.11025,   0.02261,   0.01613,  -0.21070,  -0.11025,   0.01289,  -0.02600,  -0.07785
   0.04529,  -0.18478,   0.07121,   0.01289,   0.06797,  -0.00008,  -0.05192,  -0.06488,   0.07445,  -0.13941,  -0.08109,  -0.05192,   0.02261,  -0.03248,  -0.02924,  -0.10053,   0.11982,  -0.16858,  -0.00980,   0.08417,   0.07445,  -0.07137,  -0.07785,  -0.01952,   0.07769,   0.15546,  -0.03248,  -0.04868,   0.07445,  -0.00332,   0.00964,   0.08741
  -0.00656,  -0.18802,   0.07769,   0.01289,   0.02261,  -0.01952,   0.08093,  -0.19126,   0.04205,   0.05501,   0.01937,  -0.00332,  -0.05840,  -0.05516,   0.06149,  -0.02276,   0.16194,  -0.00656,  -0.00656,  -0.04544,   0.10686,  -0.02600,  -0.11997,  -0.05516,   0.04853,   0.01937,  -0.00332,  -0.08757,   0.08417,  -0.13293,  -0.08757,   0.07769
  -0.08109,  -0.07785,  -0.01628,  -0.02924,  -0.06812,  -0.00008,   0.04529,   0.08417,   0.03881,   0.04205,   0.14574,  -0.09081,   0.01937,  -0.01952,   0.04205,   0.05177,   0.00316,   0.11010,  -0.04544,  -0.19126,  -0.02276,   0.03881,   0.00964,  -0.11349,  -0.00656,   0.10362,  -0.01952,  -0.11025,  -0.09081,  -0.02600,  -0.20746,  -0.04544
  -0.04220,  -0.04868,   0.09390,   0.10362,  -0.06164,   0.05501,  -0.04220,  -0.04868,   0.07121,  -0.09081,  -0.05192,  -0.09405,   0.19111,  -0.15238,  -0.09405,   0.10038,  -0.06812,  -0.12321,  -0.11673,   0.01613,  -0.09081,   0.05825,  -0.23663,   0.06149,   0.08093,   0.16842,   0.03881,  -0.00332,   0.14250,  -0.03572,   0.00640,   0.00316
  -0.14265,  -0.02600,   0.00640,   0.09065,  -0.06164,   0.09390,   0.00640,  -0.08433,   0.04205,   0.05501,   0.09390,  -0.03248,   0.13926,  -0.18802,  -0.07137,   0.16842,   0.02261,  -0.02600,  -0.03896,   0.12306,  -0.00980,  -0.01952,  -0.29171,  -0.08109,  -0.00980,   0.01289,   0.03557,   0.13602,   0.06149,  -0.11025,  -0.07461,   0.11982
  -0.06164,  -0.00656,   0.04205,  -0.04544,  -0.08757,   0.09390,   0.03557,   0.10038,   0.02909,   0.03557,   0.19111,  -0.04868,   0.11334,  -0.09405,  -0.16210,   0.13926,  -0.10053,   0.01289,  -0.05192,   0.13278,  -0.02276,   0.08093,  -0.16534,  -0.17182,   0.02909,   0.10686,  -0.00980,   0.14250,  -0.09729,   0.06149,  -0.17830,  -0.00656
  -0.05192,   0.10038,  -0.01628,  -0.16210,   0.08093,  -0.07461,   0.10362,   0.11010,   0.01289,   0.13278,   0.01289,  -0.02276,  -0.00008,  -0.01952,  -0.14589,  -0.11349,   0.15222,  -0.04220,   0.04205,  -0.08757,   0.12954,  -0.06488,  -0.06164,  -0.11997,  -0.05840,  -0.06164,   0.06797,   0.02585,   0.02261,   0.00964,  -0.16210,  -0.05192
  -0.11025,   0.15546,  -0.03248,  -0.03572,  -0.09081,   0.06149,   0.13278,   0.00316,   0.10362,   0.20083,   0.08093,  -0.01304,   0.11010,  -0.04544,  -0.07785,  -0.03572,   0.11334,  -0.12969,   0.04529,   0.09065,   0.08417,  -0.11673,   0.09714,   0.05825,  -0.08433,   0.00964,  -0.01952,  -0.10377,   0.06473,   0.00316,   0.11658,   0.06149
  -0.16534,   0.21055,   0.07769,  -0.03896,  -0.13941,   0.14898,   0.01937,  -0.10053,   0.13278,   0.10038,  -0.09729,  -0.11025,   0.04529,  -0.11025,  -0.22042,  -0.10701,   0.20731,  -0.02924,   0.02585,  -0.00656,   0.04529,  -0.10053,   0.02585,  -0.01952,   0.04853,   0.05825,  -0.04544,  -0.10053,   0.08093,   0.03233,   0.09390,   0.00640
  -0.12645,   0.07769,  -0.01304,  -0.06164,  -0.02600,  -0.06164,   0.06473,  -0.00656,   0.14898,   0.03557,   0.09390,   0.02909,   0.04853,  -0.08433,   0.00640,  -0.13941,   0.07445,  -0.04220,   0.04205,   0.10362,   0.01289,  -0.18478,   0.03881,  -0.11025,  -0.04868,   0.02909,   0.03233,   0.15870,   0.01613,  -0.11349,   0.05177,   0.00964
  -0.13293,   0.03881,  -0.04544,  -0.00656,  -0.07785,  -0.03896,   0.28184,  -0.12969,   0.11982,   0.04529,   0.15222,  -0.01304,   0.10038,  -0.06812,   0.12954,  -0.00332,   0.07445,  -0.08757,   0.01289,  -0.03572,  -0.01628,  -0.01952,   0.12306,   0.11658,  -0.08433,   0.08741,   0.03233,   0.04529,  -0.00008,  -0.06812,   0.15870,  -0.04868
  -0.15562,  -0.02276,   0.07445,  -0.08109,  -0.09405,   0.06149,   0.17491,  -0.25283,   0.05825,   0.02585,  -0.02600,  -0.07137,  -0.04220,  -0.07137,  -0.01628,  -0.04220,   0.09390,  -0.04868,  -0.23014,  -0.14913,   0.03557,   0.15546,   0.09390,   0.09390,  -0.13293,   0.00316,  -0.12969,  -0.11997,   0.12630,   0.11010,  -0.14913,  -0.19774
  -0.16534,  -0.02600,   0.01613,   0.07121,  -0.14913,  -0.12645,   0.00316,   0.13602,   0.00316,  -0.01304,  -0.03896,   0.03881,   0.08741,  -0.04544,   0.17815,  -0.07461,  -0.17182,  -0.00008,  -0.00980,   0.11010,  -0.09405,  -0.24311,   0.05501,   0.00964,   0.11334,  -0.00332,   0.05177,   0.08741,  -0.01952,  -0.11349,   0.06149,  -0.06812
   0.02585,  -0.07785,   0.02585,   0.06473,  -0.05840,  -0.15238,   0.11658,  -0.03248,  -0.00008,  -0.02924,  -0.08433,  -0.04868,  -0.13617,  -0.01304,   0.25267,   0.10686,  -0.04868,   0.00316,  -0.07785,  -0.07461,  -0.05192,  -0.09729,  -0.03896,   0.02909,  -0.04544,  -0.00008,   0.11010,   0.00316,   0.01289,   0.03557,   0.06797,  -0.12645
   0.10038,  -0.11025,   0.08417,   0.07769,   0.00964,  -0.02600,   0.03233,  -0.23339,   0.00640,   0.05177,   0.00316,  -0.05516,  -0.22042,   0.09065,   0.07121,   0.15546,  -0.15562,  -0.01952,  -0.11997,  -0.04868,  -0.08757,   0.05177,  -0.18478,  -0.09729,  -0.10377,  -0.18802,  -0.05840,  -0.10701,   0.19435,   0.02909,  -0.09405,  -0.10377
  -0.09081,   0.03233,   0.08741,  -0.11349,   0.07445,  -0.03572,   0.07769,   0.07121,  -0.07137,   0.04205,   0.08417,   0.00964,   0.13278,  -0.10053,  -0.07461,  -0.13293,   0.10362,  -0.04868,   0.11010,  -0.12321,  -0.11349,  -0.17830,  -0.16210,   0.12630,   0.09714,  -0.01628,  -0.05192,  -0.08433,  -0.07137,  -0.15562,   0.07769,   0.09390
  -0.06812,   0.01289,   0.15870,  -0.01304,   0.06149,  -0.07461,  -0.04220,  -0.12321,   0.00316,   0.00640,   0.13602,   0.05825,   0.08093,  -0.09729,  -0.00332,  -0.06812,   0.00316,  -0.15562,   0.18463,   0.11010,  -0.12321,  -0.10701,  -0.09405,  -0.05192,   0.12630,   0.04853,  -0.02276,  -0.10053,   0.04205,  -0.12645,   0.11982,   0.11334
   0.05825,   0.11658,   0.06797,   0.08417,   0.05825,  -0.09729,  -0.01628,  -0.06812,   0.09065,  -0.06164,   0.31100,   0.11334,   0.03881,  -0.08109,   0.05825,  -0.06812,  -0.03896,  -0.10377,   0.18463,   0.00964,   0.07769,  -0.08109,  -0.05840,  -0.20098,   0.01613,   0.00640,   0.03557,  -0.09729,   0.07769,   0.04529,  -0.11997,   0.11334
  -0.01952,  -0.09405,   0.03881,  -0.07461,   0.14898,  -0.08433,   0.13926,   0.12954,  -0.02600,   0.02261,  -0.07137,  -0.02600,  -0.02600,   0.05501,  -0.00008,  -0.03248,  -0.09405,   0.03557,  -0.00008,  -0.29495,  -0.11673,  -0.00332,  -0.10377,   0.17491,  -0.00656,   0.03557,  -0.00332,   0.00640,  -0.05840,  -0.00656,  -0.04868,  -0.00656
  -0.15238,  -0.04868,   0.17491,  -0.00008,  -0.02276,  -0.05516,  -0.01952,  -0.07461,   0.10686,   0.01613,  -0.09081,  -0.00656,   0.05177,  -0.08433,   0.09390,  -0.00656,  -0.08109,  -0.18478,  -0.08433,   0.15870,  -0.07785,   0.12954,  -0.06812,   0.04853,   0.00316,   0.17166,  -0.06812,   0.02261,  -0.03896,  -0.06488,  -0.01304,  -0.01628
   0.04529,   0.15546,   0.07121,   0.14898,  -0.03572,  -0.20098,  -0.08757,  -0.06164,   0.21703,  -0.07785,   0.10686,   0.16842,  -0.06812,   0.02909,   0.01289,   0.01937,  -0.04220,  -0.11025,   0.11658,   0.18463,   0.00640,   0.07769,  -0.05840,  -0.05192,  -0.13293,  -0.02924,   0.03557,  -0.02924,   0.05501,  -0.09081,   0.07445,   0.05501
   0.32072,  -0.00656,   0.01289,  -0.10377,   0.06149,  -0.12645,   0.11658,   0.11334,  -0.02276,  -0.12969,  -0.20746,  -0.06488,  -0.01628,   0.11334,  -0.12645,   0.00964,  -0.08109,  -0.02600,  -0.00008,   0.01613,  -0.01952,  -0.00656,   0.03557,  -0.10053,   0.06473,  -0.00656,   0.09714,   0.00316,   0.05501,   0.15222,   0.00316,   0.20731
  -0.03248,   0.01937,   0.13926,  -0.12969,  -0.05516,  -0.04544,  -0.00332,  -0.08109,   0.06473,  -0.08433,  -0.10053,  -0.11025,  -0.03896,  -0.13617,  -0.01628,  -0.00008,  -0.05192,  -0.30143,  -0.06164,   0.15546,  -0.02924,   0.13278,  -0.07785,   0.10362,   0.09390,   0.16194,  -0.02276,   0.08741,   0.03233,   0.19759,  -0.03896,   0.07121
  -0.03572,   0.07769,   0.06473,   0.11010,  -0.00980,  -0.09081,  -0.09081,  -0.15562,   0.13278,  -0.09729,   0.02261,   0.08741,  -0.12645,   0.05177,  -0.02276,   0.11334,   0.08093,  -0.15238,   0.03881,   0.10686,   0.01289,   0.06149,   0.03557,   0.12630,   0.02585,  -0.02924,   0.09390,   0.14250,   0.09065,  -0.03572,   0.05501,  -0.02924
  -0.11997,   0.03881,  -0.04868,   0.14574,   0.06149,   0.14250,  -0.05840,   0.06797,  -0.12969,  -0.07137,  -0.16210,  -0.00980,  -0.28199,   0.00640,  -0.09729,   0.08093,  -0.06164,   0.09065,  -0.11673,   0.00964,   0.01289,  -0.20746,  -0.12321,  -0.02600,   0.23647,   0.14898,   0.12954,  -0.08757,   0.17166,  -0.01952,   0.08093,  -0.06164
  -0.10053,   0.10362,   0.02261,   0.09065,  -0.04220,   0.18139,   0.05825,  -0.05840,  -0.13293,  -0.00008,  -0.08757,  -0.03248,  -0.18802,   0.01613,  -0.13941,   0.03233,  -0.06812,   0.04529,   0.03233,   0.01937,   0.07769,   0.01613,  -0.12969,   0.09065,   0.06149,   0.11982,   0.03881,  -0.15562,   0.04205,   0.01289,  -0.02276,  -0.09405
   0.02261,   0.10362,   0.02909,  -0.05516,  -0.13617,   0.12954,   0.06473,  -0.09405,  -0.05840,  -0.00008,   0.05177,  -0.05840,  -0.11025,   0.02585,  -0.08757,  -0.03896,  -0.06488,  -0.20098,   0.05501,  -0.10701,   0.09714,   0.09390,  -0.02924,   0.09714,  -0.18478,   0.10362,   0.03557,  -0.05192,   0.08741,   0.17166,  -0.09081,  -0.03896
  -0.01628,  -0.07785,  -0.00980,   0.06473,  -0.01304,  -0.02924,  -0.04220,   0.12954,  -0.06812,   0.06797,   0.02909,  -0.07785,  -0.11349,   0.02585,  -0.03896,   0.01937,  -0.11349,   0.05501,  -0.11997,  -0.01304,   0.03881,  -0.02924,  -0.05840,   0.00316,   0.08741,   0.09390,   0.09714,  -0.09405,   0.13926,  -0.00332,  -0.20422,  -0.11025
  -0.00332,   0.06797,  -0.01952,   0.04205,  -0.05840,   0.01937,   0.09390,  -0.05840,  -0.12645,   0.10362,   0.06149,  -0.05516,  -0.07137,  -0.00008,  -0.05840,  -0.00980,  -0.02600,  -0.11025,  -0.06812,   0.02585,   0.07769,   0.11334,  -0.11025,   0.09390,   0.03881,   0.10038,   0.13602,  -0.10701,   0.13278,   0.02909,  -0.03248,  -0.02276
   0.04205,   0.07769,   0.06149,   0.00316,  -0.00656,  -0.01952,   0.18787,  -0.12645,  -0.10053,   0.05825,   0.09714,  -0.01304,  -0.03896,  -0.01304,  -0.00980,   0.05825,  -0.06488,  -0.18154,   0.12306,  -0.02924,  -0.06164,   0.08417,  -0.04868,   0.15546,  -0.02600,   0.14250,   0.11982,   0.04529,   0.05825,   0.06797,   0.12630,   0.04529
  -0.00980,  -0.03572,   0.00316,  -0.13941,  -0.05840,   0.00316,   0.02909,   0.11982,  -0.08109,  -0.05516,   0.13926,  -0.14913,   0.00640,   0.13602,  -0.10053,  -0.05516,   0.11658,   0.02261,   0.03233,   0.05177,  -0.17830,  -0.00980,  -0.02600,  -0.10701,  -0.01628,  -0.07785,  -0.05516,   0.07445,   0.01937,  -0.05840,  -0.16210,  -0.00656
  -0.05192,  -0.01304,  -0.11349,  -0.15562,  -0.06812,   0.05501,   0.09065,   0.05501,  -0.11997,  -0.00656,   0.05177,  -0.11025,   0.07445,   0.09065,   0.01937,  -0.05516,   0.16518,  -0.13293,   0.01289,   0.07769,  -0.10377,   0.03233,  -0.00656,   0.07769,   0.00964,  -0.02924,  -0.02600,   0.00640,   0.03881,  -0.04220,  -0.12969,  -0.01304
  -0.04868,  -0.04220,   0.00964,  -0.14913,   0.05825,  -0.08433,   0.16518,  -0.05840,  -0.19126,  -0.00008,  -0.05192,  -0.12645,   0.11334,  -0.06812,  -0.04868,   0.04529,   0.11982,  -0.07137,   0.14898,  -0.17830,  -0.23663,  -0.12645,   0.07445,   0.09714,   0.07445,   0.06149,   0.08093,  -0.02600,  -0.07137,  -0.07461,  -0.00332,   0.04205
  -0.02924,  -0.14589,   0.19435,   0.06473,   0.16842,   0.06149,  -0.01628,  -0.16858,  -0.00980,  -0.00332,  -0.09729,  -0.09405,   0.16194,  -0.01952,  -0.14913,  -0.14589,  -0.08433,   0.15546,  -0.06488,   0.19435,  -0.04220,  -0.12645,  -0.10053,  -0.13293,   0.01613,   0.02909,  -0.02276,  -0.06164,  -0.00332,  -0.10701,  -0.02600,   0.00316
   0.14574,  -0.09729,   0.11658,   0.07121,   0.03233,  -0.00008,   0.05501,  -0.04544,   0.02585,  -0.00332,  -0.06812,  -0.09729,   0.03233,  -0.05840,  -0.08757,   0.07769,  -0.01628,   0.04205,   0.10686,   0.14574,  -0.00656,   0.05177,  -0.09081,  -0.04868,  -0.03248,  -0.16210,  -0.02924,   0.05825,   0.08741,  -0.07461,  -0.08433,  -0.03572
   0.17166,  -0.16210,  -0.05516,  -0.06488,  -0.00008,  -0.03248,  -0.08433,  -0.02600,   0.03881,   0.00964,   0.07121,  -0.00980,   0.00316,  -0.09405,  -0.03896,  -0.04868,  -0.04220,   0.03881,   0.02261,  -0.25607,  -0.13293,   0.04205,  -0.08757,  -0.09081,  -0.08433,  -0.19450,  -0.04220,   0.15870,   0.03881,  -0.12645,   0.00316,   0.02261
   0.00964,   0.10686,   0.07445,   0.00964,   0.13602,   0.01937,   0.06149,  -0.15238,   0.10686,   0.07121,   0.00316,  -0.09405,   0.02585,  -0.03896,  -0.07461,  -0.23014,   0.02585,   0.08741,  -0.03896,   0.14574,   0.03233,  -0.14589,   0.07769,  -0.07461,   0.20407,  -0.05516,   0.06473,  -0.00332,   0.02585,  -0.01952,  -0.05516,  -0.02924
   0.15546,   0.16194,   0.00964,   0.11334,  -0.06812,  -0.03248,   0.09714,   0.10686,   0.13602,   0.07769,  -0.01628,  -0.05516,   0.03233,   0.03557,  -0.02276,  -0.08109,   0.05501,  -0.03248,   0.06149,  -0.03248,   0.05501,   0.12630,   0.19111,   0.03881,  -0.05516,  -0.13617,   0.07121,   0.01937,   0.10038,   0.12954,  -0.02276,   0.07121
   0.13602,   0.07121,  -0.01304,   0.05177,  -0.04544,  -0.03248,  -0.00008,   0.05501,   0.06797,   0.02585,   0.02909,  -0.04868,   0.02261,  -0.11997,  -0.02276,  -0.07785,   0.14250,  -0.00008,  -0.01952,  -0.21718,  -0.04868,   0.10038,   0.34665,  -0.03248,  -0.09405,  -0.18478,  -0.11997,   0.07121,   0.13278,   0.05501,   0.04853,   0.02585
  -0.04544,   0.05825,   0.08093,  -0.00332,  -0.06164,  -0.01952,  -0.02600,   0.02261,   0.02585,   0.04853,  -0.00332,  -0.16534,  -0.00008,   0.05177,  -0.05192,  -0.15238,  -0.07461,   0.06473,   0.01937,   0.28184,   0.01613,  -0.10377,  -0.11673,  -0.00656,   0.24619,  -0.07785,   0.00964,   0.03233,  -0.08757,  -0.03572,  -0.18154,   0.01613
