  -0.07681,   0.02963,   0.12138,  -0.16490,  -0.02910,   0.02963,   0.00026,  -0.00341,  -0.11352,  -0.02543,  -0.11719,  -0.21261,  -0.01442,  -0.05846,  -0.11719,   0.01127
   0.08101,   0.02229,   0.05532,  -0.07314,  -0.13187,  -0.04378,  -0.06213,  -0.07314,  -0.06580,  -0.16123,  -0.05479,  -0.15389,   0.07734,  -0.08782,  -0.15022,  -0.01442
   0.04064,  -0.00708,   0.09569,  -0.03644,  -0.10985,   0.00393,   0.02229,  -0.13554,  -0.14655,  -0.19793,  -0.17591,  -0.19059,   0.04064,  -0.02176,  -0.00341,   0.01495
  -0.16490,   0.03330,  -0.14288,  -0.18325,  -0.01075,  -0.09516,   0.06633,  -0.09516,  -0.07681,   0.02596,  -0.31171,  -0.12086,   0.12138,  -0.05479,  -0.27501,  -0.10250
   0.00026,   0.04798,  -0.23464,  -0.12453,  -0.08782,  -0.15756,  -0.00708,  -0.17591,   0.01495,  -0.05112,  -0.20527,  -0.01075,   0.12138,  -0.03277,  -0.29703,  -0.05479
   0.00393,   0.00760,  -0.23831,  -0.07314,  -0.06580,  -0.09516,   0.03330,  -0.28235,  -0.05846,  -0.05846,  -0.30804,  -0.05479,   0.07734,  -0.02176,  -0.16490,  -0.05112
   0.01127,  -0.05846,  -0.20160,  -0.08048,   0.03330,  -0.15022,   0.07734,   0.01862,  -0.10250,  -0.05479,  -0.30804,  -0.14655,   0.29389,  -0.13921,  -0.17958,  -0.16857
   0.19112,  -0.04745,  -0.27134,  -0.07314,   0.02596,  -0.20527,   0.07000,  -0.03644,   0.07734,  -0.09883,  -0.23097,  -0.01442,   0.26086,  -0.11719,  -0.21261,  -0.04745
   0.23516,  -0.10618,  -0.24565,   0.00026,   0.08468,  -0.14288,   0.12138,  -0.15389,   0.04798,  -0.10618,  -0.38145,  -0.00341,   0.18745,  -0.08782,  -0.13187,  -0.04745
  -0.06580,   0.11037,   0.04431,  -0.04745,  -0.22730,   0.04798,  -0.05479,   0.20947,  -0.17958,  -0.10985,   0.18378,   0.00026,   0.08835,  -0.08415,   0.04431,  -0.20527
   0.13607,   0.01495,   0.03330,   0.08468,  -0.04011,  -0.12820,  -0.15389,   0.00393,  -0.01075,   0.03330,   0.23149,   0.07734,  -0.01075,  -0.16857,   0.02596,  -0.00341
   0.04064,  -0.03644,   0.12138,   0.01127,  -0.01442,  -0.01442,   0.04798,   0.04064,   0.08101,  -0.08048,   0.04431,   0.00760,  -0.06213,   0.00393,  -0.05846,   0.04798
  -0.15756,  -0.00708,  -0.04011,  -0.10985,  -0.31905,  -0.05846,  -0.12820,   0.40400,   0.03330,  -0.02176,   0.08835,  -0.02910,   0.07367,  -0.28602,   0.03330,  -0.40714
   0.21681,   0.14708,   0.11037,   0.13240,  -0.20894,  -0.13187,  -0.22362,  -0.30804,  -0.25666,  -0.04745,   0.23149,   0.07000,   0.01495,  -0.18325,  -0.06213,  -0.14288
  -0.04745,   0.01495,  -0.02543,  -0.01442,  -0.10618,   0.02229,  -0.09516,   0.19846,  -0.12820,  -0.00708,   0.12872,   0.08468,   0.00026,   0.09202,  -0.08048,  -0.08782
  -0.17224,  -0.02543,  -0.08782,   0.08468,  -0.21261,  -0.25666,  -0.05846,   0.40767,  -0.08415,  -0.08415,   0.01862,  -0.06947,  -0.10985,  -0.19793,  -0.00341,  -0.30437
   0.14341,   0.13607,   0.02963,  -0.26033,  -0.16490,  -0.12453,  -0.06947,   0.48474,  -0.16857,  -0.02543,  -0.04378,   0.09569,   0.07734,   0.07000,   0.06266,  -0.09149
   0.00026,   0.08468,   0.09202,   0.00760,  -0.15022,  -0.08048,  -0.07314,   0.02596,  -0.18692,  -0.01809,  -0.04378,   0.11771,   0.01127,   0.08101,  -0.09516,   0.08101
   0.04431,   0.07367,  -0.08782,  -0.11719,   0.00026,   0.07000,  -0.04378,  -0.05112,  -0.00708,   0.01495,   0.11404,  -0.10985,   0.08468,  -0.02176,  -0.05112,   0.15809
  -0.02910,   0.00760,   0.01862,  -0.26400,  -0.09149,   0.09569,  -0.06947,  -0.06213,   0.03697,   0.07000,   0.10670,  -0.10985,   0.14341,  -0.00708,  -0.04745,   0.02229
  -0.01809,   0.00026,  -0.00341,  -0.04011,  -0.03277,   0.02963,  -0.02543,  -0.17224,  -0.00708,   0.14708,  -0.04745,  -0.06580,   0.11037,  -0.19793,  -0.04378,   0.06266
   0.03697,   0.02596,  -0.03644,  -0.01442,  -0.12453,   0.06633,  -0.02543,   0.07734,  -0.01809,   0.06633,   0.20213,  -0.04378,  -0.03644,   0.07000,  -0.10250,   0.06266
  -0.04011,  -0.09149,  -0.06213,  -0.05846,  -0.13921,   0.09202,  -0.06947,  -0.01075,  -0.04378,   0.20213,   0.11404,   0.00026,  -0.02910,  -0.03277,  -0.02176,   0.01127
  -0.03644,  -0.15389,  -0.00341,   0.00026,  -0.08782,  -0.01075,  -0.08415,  -0.15389,   0.04064,   0.27554,  -0.06580,   0.04798,   0.03697,  -0.18325,   0.00393,   0.16910
   0.01862,  -0.06580,  -0.09516,   0.11037,  -0.15389,   0.00393,   0.01127,  -0.02543,  -0.04011,   0.04431,  -0.04011,  -0.01075,   0.07734,   0.08101,  -0.12453,   0.13607
  -0.06947,  -0.10985,  -0.17591,   0.10670,  -0.08782,   0.07000,  -0.02176,   0.00026,  -0.00341,   0.14708,  -0.03644,   0.04064,   0.04431,  -0.10618,  -0.03644,   0.04798
  -0.06213,  -0.18692,  -0.13187,   0.07000,  -0.01809,   0.00760,  -0.09516,  -0.06580,  -0.03277,   0.22415,  -0.16490,   0.04798,   0.13607,  -0.20894,   0.02229,   0.15075
  -0.10250,  -0.00708,   0.07367,   0.15075,   0.18378,  -0.01809,   0.04064,  -0.08048,   0.00760,  -0.01442,  -0.18325,  -0.05112,   0.03330,   0.00026,  -0.01442,  -0.03644
  -0.08048,   0.05532,  -0.08048,   0.18378,   0.03330,  -0.23831,   0.13240,  -0.04745,   0.11037,  -0.27501,  -0.26400,  -0.06947,   0.12505,   0.13240,   0.00760,  -0.09149
  -0.03277,   0.09202,   0.03330,  -0.14288,  -0.10618,  -0.14288,   0.14341,  -0.10250,  -0.08048,  -0.13554,  -0.10985,   0.00393,   0.15809,   0.11037,   0.12505,   0.02596
  -0.05846,  -0.02176,   0.09569,   0.05532,   0.01495,   0.00760,   0.05165,  -0.08415,   0.11037,  -0.16857,   0.05899,   0.10670,   0.17277,   0.04431,   0.10670,  -0.06213
  -0.04745,   0.05532,   0.05899,   0.08835,  -0.07681,  -0.11719,  -0.11352,  -0.40347,  -0.23831,  -0.44384,   0.02596,   0.04431,   0.14341,   0.23516,   0.05899,  -0.14655
  -0.05479,   0.09936,  -0.06580,   0.20580,  -0.03277,  -0.13554,   0.04431,   0.19112,   0.05899,  -0.19426,   0.15809,  -0.10618,   0.26820,   0.29022,   0.15809,  -0.04745
  -0.07314,  -0.12820,   0.00760,  -0.18692,   0.00393,   0.07367,   0.17277,  -0.00341,   0.18011,  -0.29703,   0.05532,  -0.06213,  -0.03277,   0.12138,   0.12138,   0.00393
   0.00026,   0.00760,   0.04064,  -0.02543,  -0.22730,   0.07000,   0.30857,  -0.04011,   0.18011,  -0.45118,   0.05532,  -0.12086,   0.08468,   0.27554,   0.01127,  -0.20160
   0.00760,   0.03697,   0.05165,   0.22415,  -0.24932,  -0.10985,   0.08468,  -0.19426,   0.01862,  -0.24932,  -0.02543,  -0.07314,   0.06633,   0.17644,   0.07000,  -0.10985
   0.01495,   0.03330,  -0.07314,  -0.04011,   0.05899,   0.10303,  -0.17591,   0.00026,  -0.04745,   0.24985,  -0.05846,   0.01862,  -0.06580,   0.06633,  -0.02176,  -0.09516
   0.05532,  -0.08048,   0.05532,  -0.04378,   0.01127,  -0.16490,  -0.09883,   0.04431,  -0.07314,   0.19112,  -0.02910,   0.06633,   0.02229,  -0.03277,   0.04064,  -0.03277
   0.12872,  -0.17591,  -0.04378,  -0.02543,   0.04431,  -0.15389,  -0.07314,  -0.06580,   0.04064,   0.00760,  -0.06580,   0.04431,   0.01495,  -0.07314,   0.08835,   0.05532
   0.01862,  -0.02543,  -0.01809,  -0.13187,   0.01495,   0.22048,  -0.12453,   0.17644,  -0.04011,   0.32325,   0.06266,   0.02963,  -0.05846,   0.06266,   0.02963,  -0.20527
   0.01127,   0.00760,   0.25352,  -0.02543,  -0.05112,  -0.00341,  -0.09883,   0.01127,  -0.12453,   0.24985,   0.15075,   0.13607,   0.02596,   0.01127,  -0.04378,  -0.09516
   0.16176,   0.03330,   0.05532,   0.00026,  -0.01809,  -0.06580,  -0.09149,   0.01127,  -0.01442,   0.00760,   0.26086,   0.15075,  -0.05479,   0.00026,   0.06266,   0.00393
   0.02963,  -0.15022,  -0.10618,  -0.08415,  -0.03277,   0.05532,  -0.05479,   0.15442,   0.08101,   0.29389,   0.01127,   0.00393,   0.03330,   0.08835,   0.02963,  -0.14288
  -0.01442,  -0.03277,   0.17277,  -0.12086,  -0.15022,  -0.03277,   0.00393,   0.09936,  -0.06947,   0.15442,   0.04064,   0.07000,   0.12138,   0.03697,  -0.04011,   0.00760
   0.15075,   0.12138,   0.09202,  -0.04745,  -0.12820,   0.05165,  -0.06947,   0.02596,   0.01127,  -0.10250,   0.28655,   0.00760,   0.01127,   0.16910,   0.02596,   0.15809
  -0.08782,  -0.13187,  -0.16490,  -0.07314,  -0.16857,  -0.02910,   0.05899,  -0.05479,  -0.14288,   0.00026,  -0.12820,   0.08468,   0.02963,  -0.10250,  -0.00341,  -0.03277
  -0.13187,  -0.18325,  -0.05846,  -0.18692,  -0.14288,   0.04431,   0.12872,  -0.31905,   0.02963,   0.01127,  -0.17591,   0.16910,   0.01495,  -0.03644,   0.04064,  -0.02543
  -0.18692,  -0.06580,  -0.01809,  -0.05112,  -0.16857,   0.14341,  -0.00708,  -0.31538,  -0.02176,   0.05165,  -0.17958,   0.09936,  -0.21995,   0.10670,   0.06266,   0.10303
  -0.04745,  -0.01442,  -0.19793,   0.13974,  -0.08782,   0.04064,   0.14708,  -0.02176,  -0.10250,   0.02229,   0.08468,   0.24250,  -0.05479,   0.02596,   0.01862,   0.13240
  -0.09149,   0.03697,  -0.20160,   0.20580,   0.02596,   0.10670,   0.21681,  -0.00708,   0.06266,   0.08468,  -0.13921,   0.23883,  -0.03644,   0.04064,   0.07000,   0.04798
  -0.08048,   0.11037,  -0.15389,  -0.08415,   0.07000,   0.20580,   0.07000,  -0.15756,   0.02596,   0.02596,  -0.21995,   0.11404,  -0.08415,   0.07367,   0.07367,   0.15075
  -0.02176,  -0.02910,  -0.08048,   0.14341,  -0.10618,  -0.10618,  -0.03277,   0.07734,  -0.07314,   0.19846,   0.04064,   0.20947,   0.08101,  -0.02910,  -0.02176,   0.11037
  -0.00341,   0.09569,  -0.10985,   0.25719,   0.03330,  -0.01442,   0.01862,  -0.03277,   0.01862,   0.21314,   0.07367,   0.28288,   0.03330,  -0.09883,   0.02596,  -0.02176
